policy_id,age,vehicle_price,annual_premium,claim_amount,accident_severity,past_claims,policy_tenure_months,fraud_reported,claim_to_vehicle_ratio,premium_to_vehicle_ratio,past_claims_flag,severity_norm,anomaly_score,anomaly_flag,anomaly_label
245,34,547739,12788,58653,2,0,100,0,0.10708182714426552,0.023346843392850623,0,0.5,0.3464,0,Normal
246,66,672327,33082,56622,1,5,50,0,0.08421782225342392,0.04920514986732666,1,0.25,0.1877,0,Normal
247,19,797794,29034,27810,0,2,33,0,0.034858578958253686,0.03639280767615741,1,0.0,0.1736,0,Normal
248,19,234911,40479,77842,0,0,13,1,0.331366639422422,0.17231559051900286,0,0.0,0.6066,0,Normal
249,45,625037,16280,122225,1,0,78,0,0.19554811067487096,0.026046416377884223,0,0.25,0.2082,0,Normal
250,71,930399,23052,10503,0,1,97,0,0.011288693035253655,0.024776440240756665,0,0.0,0.2823,0,Normal
251,40,1178039,21531,84761,0,2,62,0,0.07195086754269804,0.018276968523989,1,0.0,0.0637,0,Normal
252,54,1099885,27804,168048,3,0,93,0,0.1527867433534021,0.025278983458285678,0,0.75,0.4225,0,Normal
253,49,808746,33903,126439,2,1,43,0,0.1563393743655309,0.04192040279593,0,0.5,0.1755,0,Normal
254,50,1260751,49857,11590,2,3,49,0,0.009192926126629187,0.03954544589261012,1,0.5,0.2727,0,Normal
255,18,1105667,15142,141958,0,1,36,1,0.1283911626274795,0.013694888519881194,0,0.0,0.2592,0,Normal
256,36,516915,54517,143938,0,1,108,0,0.2784553002808967,0.10546587840190669,0,0.0,0.3567,0,Normal
257,19,699876,53355,66624,0,0,10,0,0.09519386977997563,0.07623482411909521,0,0.0,0.3478,0,Normal
258,70,811213,14866,199971,0,4,95,0,0.2465083196295922,0.01832562061305648,1,0.0,0.4243,0,Normal
259,61,968734,9531,163864,0,4,6,0,0.16915255462020057,0.00983860395257733,1,0.0,0.2995,0,Normal
260,43,1314934,50454,140836,0,5,57,0,0.10710491393110685,0.03836995745036827,1,0.0,0.2046,0,Normal
261,49,247057,43098,120356,2,4,1,0,0.4871568619514446,0.17444486719717636,1,0.5,0.6529,1,Suspicious
262,23,454726,43278,42727,1,1,71,0,0.09396187162847158,0.09517358766908497,0,0.25,0.2672,0,Normal
263,49,478176,33138,78471,0,5,58,0,0.16410450523550904,0.06930069827699785,1,0.0,0.1573,0,Normal
264,72,908754,32065,8068,0,0,91,0,0.008878080450726543,0.035284537636656746,0,0.0,0.31,0,Normal
265,21,1137583,34956,116923,0,2,21,0,0.10278186050436715,0.030728280285236078,1,0.0,0.1875,0,Normal
266,72,1415868,46732,138367,0,1,92,0,0.09772584893093923,0.033005878368690886,0,0.0,0.2632,0,Normal
267,28,344931,44261,172232,2,1,80,0,0.49932160541787945,0.12831804529588442,0,0.5,0.595,0,Normal
268,73,362491,15759,11390,0,5,56,0,0.03142138309259239,0.04347406287587036,1,0.0,0.3654,0,Normal
269,34,601921,10439,106752,0,0,110,0,0.17735188280209063,0.017342778632447393,0,0.0,0.3001,0,Normal
270,55,460910,52241,151203,0,3,87,0,0.32805248735656123,0.1133429230372024,1,0.0,0.3499,0,Normal
271,41,1271812,47533,94754,0,1,116,0,0.07450309125634036,0.03737420517009969,0,0.0,0.2173,0,Normal
272,22,287955,33270,75969,1,3,20,0,0.2638215560710664,0.11553848504632652,1,0.25,0.4593,0,Normal
273,69,827433,18279,146110,1,3,102,0,0.17658205971714966,0.0220911879376482,1,0.25,0.2175,0,Normal
274,51,1479361,44279,183399,1,4,54,0,0.12397168509127583,0.02993114599401634,1,0.25,0.256,0,Normal
275,23,1343490,49251,77064,0,0,25,0,0.057361009489456945,0.036658972780614085,0,0.0,0.2903,0,Normal
276,39,407990,28888,21281,1,3,28,0,0.05216046432396793,0.07080548345429188,1,0.25,0.2606,0,Normal
277,28,578387,22630,54189,1,0,5,0,0.09368970310587356,0.03912598463315283,0,0.25,0.2817,0,Normal
278,65,738884,57991,48511,2,4,21,0,0.06565433051151397,0.07848447322655082,1,0.5,0.3473,0,Normal
279,33,1196261,40144,122115,0,0,18,0,0.10208048069737231,0.03355786608619182,0,0.0,0.2275,0,Normal
280,50,1442845,57161,8605,0,1,47,1,0.005963907444037687,0.03961684060530368,0,0.0,0.2937,0,Normal
281,26,592417,36182,100318,1,3,70,0,0.169336515770959,0.0610751192570111,1,0.25,0.152,0,Normal
282,23,1180020,30538,132453,1,0,57,0,0.11224630748096856,0.02587920045490716,0,0.25,0.2399,0,Normal
283,33,338155,16824,197706,0,2,93,0,0.5846591513975798,0.04975218538189475,1,0.0,0.5002,0,Normal
284,46,1369250,55979,19810,0,0,19,0,0.014467763762816313,0.040882935268990124,0,0.0,0.3263,0,Normal
285,20,1106739,37125,155394,0,3,97,0,0.14040696098451308,0.03354446392106547,1,0.0,0.2092,0,Normal
286,37,743351,11979,41869,2,4,65,0,0.056324594539329954,0.01611484195912569,1,0.5,0.2325,0,Normal
287,53,267642,31189,32955,0,4,109,0,0.12313043868137781,0.11653209686036997,1,0.0,0.328,0,Normal
288,36,290093,47600,61388,2,3,3,0,0.21161416644260136,0.16408474494474204,1,0.5,0.5776,0,Normal
289,43,417215,17504,10207,0,1,42,0,0.02446454594262924,0.04195428746740298,0,0.0,0.2196,0,Normal
290,20,235954,25669,198700,2,1,21,0,0.8421097243118392,0.10878769256849823,0,0.5,0.7911,1,Suspicious
291,36,1276432,11910,159292,2,4,99,0,0.12479464257035035,0.009330689507400701,1,0.5,0.2934,0,Normal
292,37,726861,51857,22031,0,4,105,0,0.030309742427035668,0.07134366633556301,1,0.0,0.265,0,Normal
293,49,759655,39964,80807,2,3,40,0,0.10637314784586707,0.05260802257864086,1,0.5,0.1385,0,Normal
294,24,695553,25131,71312,0,1,67,0,0.10252546890679948,0.03613091147488189,0,0.0,0.1091,0,Normal
295,69,962092,30227,59766,2,4,25,0,0.06212081368433197,0.03141796063374331,1,0.5,0.2289,0,Normal
296,58,1086040,10978,143521,1,1,109,0,0.13215062783080933,0.010108273997022212,0,0.25,0.2909,0,Normal
297,50,522918,26991,89833,0,4,102,0,0.1717914246757146,0.051616024661563266,1,0.0,0.1634,0,Normal
298,57,1272328,22153,187771,1,0,109,0,0.14758053931019413,0.01741137708878757,0,0.25,0.3455,0,Normal
299,56,1041461,38548,111041,3,2,55,0,0.10662030875826482,0.037013352383476306,1,0.75,0.2322,0,Normal
300,35,348757,47676,116185,0,5,84,0,0.3331393114996645,0.13670224052208121,1,0.0,0.4851,0,Normal
301,57,316739,44071,177164,1,0,52,0,0.5593357327776726,0.13913935720149018,0,0.25,0.5801,0,Normal
302,18,1486585,52454,194743,1,5,44,0,0.1310001574076441,0.03528487420169435,1,0.25,0.4499,0,Normal
303,28,980316,8983,10350,2,4,109,0,0.010557809361665666,0.009163362463366442,1,0.5,0.3568,0,Normal
304,45,1456556,14503,100859,0,2,98,0,0.06924480126764693,0.009957042532492721,1,0.0,0.1782,0,Normal
305,74,536676,34921,68487,0,2,85,0,0.12761307080422676,0.06506893345531856,1,0.0,0.15,0,Normal
306,42,1214929,21905,148694,0,4,56,0,0.1223889442190085,0.018029845340883838,1,0.0,0.1122,0,Normal
307,67,523412,50838,123853,1,4,55,0,0.23662576206551997,0.09712788944867629,1,0.25,0.3135,0,Normal
308,40,685417,28953,53117,0,1,112,0,0.07749577630000963,0.04224137679489012,0,0.0,0.1438,0,Normal
309,48,388456,31806,189466,2,4,87,0,0.48773995577374074,0.08187778827515015,1,0.5,0.5331,0,Normal
310,47,755941,50000,101084,0,3,70,0,0.13371925359352965,0.066142640572954,1,0.0,0.0809,0,Normal
311,59,1406305,27168,23782,1,4,115,0,0.016910971011998812,0.019318697353207622,1,0.25,0.2754,0,Normal
312,52,428504,9583,28454,0,3,117,0,0.06640295912533109,0.022363799722290287,1,0.0,0.2841,0,Normal
313,24,852665,43714,67904,0,4,77,0,0.0796372788407184,0.05126743648744057,1,0.0,0.1341,0,Normal
314,33,773044,59093,129936,0,1,113,0,0.16808335866605437,0.0764418630222044,0,0.0,0.2963,0,Normal
315,43,1289385,54145,146664,0,3,87,0,0.11374716337853831,0.04199285551417496,1,0.0,0.1662,0,Normal
316,65,916756,44896,153245,1,0,73,0,0.16715989078894408,0.048972628515517196,0,0.25,0.2348,0,Normal
317,74,251226,16889,164276,2,3,81,0,0.6538946848865766,0.06722605452439427,1,0.5,0.6139,0,Normal
318,69,699512,32413,166668,1,1,66,0,0.23826290576443898,0.046336522695075,0,0.25,0.27,0,Normal
319,66,1277978,17275,165396,3,5,19,0,0.12941996699476283,0.013517436514997507,1,0.75,0.5094,0,Normal
320,19,1252839,7461,122258,2,3,83,0,0.09758468758979598,0.005955269627406532,1,0.5,0.3383,0,Normal
321,18,1240993,19291,111668,1,4,7,0,0.0899827074103501,0.015544797154539023,1,0.25,0.3336,0,Normal
322,65,1426476,51804,192274,2,4,118,0,0.13478941476098108,0.03631604295056983,1,0.5,0.4729,0,Normal
323,29,772212,16435,124184,1,5,63,0,0.1608157334828603,0.021282987983885275,1,0.25,0.2059,0,Normal
324,22,536326,32935,161822,0,1,42,0,0.301722643089011,0.06140843179627354,0,0.0,0.3462,0,Normal
325,54,424137,38453,16566,1,2,42,0,0.0390580424295866,0.09066152997373496,1,0.25,0.2079,0,Normal
326,49,1129168,23544,138262,0,4,59,0,0.12244579863598806,0.02085073182136598,1,0.0,0.1066,0,Normal
327,72,563476,17258,38333,1,0,20,0,0.06802939605343253,0.030627691990977448,0,0.25,0.3109,0,Normal
328,26,891757,35841,121929,1,1,73,1,0.13672879862025347,0.04019139721763079,0,0.25,0.1691,0,Normal
329,58,590719,59493,89571,0,3,17,0,0.1516302139761647,0.10071268959913326,1,0.0,0.2912,0,Normal
330,52,1349947,53758,120263,0,3,27,0,0.08908713520817098,0.039822274635763745,1,0.0,0.1698,0,Normal
331,36,762997,54190,132661,2,0,47,0,0.17386808353363967,0.07102246663818254,0,0.5,0.2775,0,Normal
332,65,1233578,15736,25235,1,4,2,0,0.020456736050143524,0.01275637798633083,1,0.25,0.3164,0,Normal
333,33,1440768,42643,159,0,1,63,0,0.00011035773257198066,0.029597388616773402,0,0.0,0.291,0,Normal
334,20,1398898,55408,143217,1,0,62,0,0.1023783704184505,0.0396082919495975,0,0.25,0.3034,0,Normal
335,37,221172,48950,162993,1,4,100,1,0.7369479999819146,0.22131996220153455,1,0.25,0.7559,1,Suspicious
336,41,735843,39964,104859,0,1,19,0,0.14250167154994808,0.05431042449214779,0,0.0,0.1283,0,Normal
337,71,1196121,33044,147309,3,3,17,0,0.12315549751613966,0.027625944510677004,1,0.75,0.427,0,Normal
338,73,781780,44933,107507,1,1,69,0,0.13751549346939873,0.057475175272870535,0,0.25,0.1849,0,Normal
339,50,908362,20997,139316,0,5,39,0,0.15337040368222837,0.023115208347323703,1,0.0,0.1628,0,Normal
340,41,713319,19215,14743,2,2,82,0,0.020668143329781865,0.026937419391016654,1,0.5,0.1944,0,Normal
341,69,980298,38069,46101,2,1,117,0,0.047027488551962204,0.03883407001333267,0,0.5,0.3236,0,Normal
342,28,1076031,28911,121534,0,2,118,0,0.11294645512401118,0.02686816005471956,1,0.0,0.1818,0,Normal
343,66,1470896,22030,84227,0,1,71,0,0.05726233719968155,0.014977255375461369,0,0.0,0.2486,0,Normal
344,25,1259622,34334,187450,0,2,81,1,0.14881436747344245,0.02725736192495691,1,0.0,0.213,0,Normal
345,53,428071,19571,71126,1,5,39,0,0.1661542918013792,0.0457189444766301,1,0.25,0.2563,0,Normal
346,55,578165,47719,56071,1,3,36,0,0.09698079790233255,0.08253511967151303,1,0.25,0.1576,0,Normal
347,57,908662,33927,74763,1,4,40,1,0.0822780282679057,0.03733727465518019,1,0.25,0.0744,0,Normal
348,37,616366,25714,143309,2,2,45,0,0.23250595830081752,0.04171865138789066,1,0.5,0.2452,0,Normal
349,52,1212117,48541,146721,1,5,4,0,0.12104514576963629,0.04004643112304248,1,0.25,0.3285,0,Normal
350,65,845188,28387,168785,0,2,102,0,0.19970089530270743,0.0335865705777051,1,0.0,0.1628,0,Normal
351,42,615008,33444,176481,0,3,25,0,0.28695677624229887,0.05437969200450725,1,0.0,0.2854,0,Normal
352,52,1454126,53908,179838,0,2,69,0,0.12367420452271363,0.037072415270468125,1,0.0,0.2197,0,Normal
353,42,444883,24921,46154,0,5,30,0,0.10374389728558456,0.05601684933600669,1,0.0,0.2036,0,Normal
354,46,1149491,18057,7016,1,5,76,0,0.006103565749043926,0.015708678268313306,1,0.25,0.2838,0,Normal
355,35,871210,50268,179760,2,0,68,0,0.20633348293352585,0.05769899599522963,0,0.5,0.4147,0,Normal
356,63,1129616,58710,89678,0,3,88,0,0.07938796955074154,0.05197336796454019,1,0.0,0.2034,0,Normal
357,35,1370365,29858,112056,1,0,29,0,0.08177085537732255,0.021788339757407876,0,0.25,0.2411,0,Normal
358,19,879418,53689,54238,1,3,73,0,0.061674810300891836,0.06105053450061916,1,0.25,0.2164,0,Normal
359,71,900780,49638,58608,0,2,68,0,0.06506353930644629,0.05510551399285731,1,0.0,0.1293,0,Normal
360,52,1314593,31062,89081,0,5,51,0,0.06776312686654587,0.023628587989904106,1,0.0,0.1211,0,Normal
361,33,1426952,41850,162969,0,0,24,0,0.11420768588734177,0.029328225947175556,0,0.0,0.2819,0,Normal
362,58,699137,51486,50961,0,2,14,0,0.0728911888640011,0.07364211357414416,1,0.0,0.1543,0,Normal
363,53,856884,25567,199775,2,5,69,0,0.23314096990844746,0.029837142673754355,1,0.5,0.4353,0,Normal
364,50,824712,34739,175829,0,3,18,0,0.21320022844310688,0.042122532323365824,1,0.0,0.2578,0,Normal
365,21,893264,48285,26917,0,5,42,0,0.030133275119925217,0.054054507900790916,1,0.0,0.3091,0,Normal
366,50,1041344,8754,153808,0,2,57,0,0.14770129015840092,0.008406435907408208,1,0.0,0.1445,0,Normal
367,31,807847,32044,27990,3,0,83,0,0.034647606975569664,0.039665877739376715,0,0.75,0.3867,0,Normal
368,38,1303913,6724,62551,0,0,12,0,0.0479717220614243,0.005156781812297437,0,0.0,0.379,0,Normal
369,65,1097048,6376,189233,0,5,82,0,0.17249275100747552,0.00581195552796639,1,0.0,0.3913,0,Normal
370,37,1272930,13706,153512,0,2,17,0,0.12059726725172064,0.010767276466674155,1,0.0,0.1831,0,Normal
371,73,1293762,13894,166277,0,1,30,0,0.12852199359542668,0.010739215760537286,0,0.0,0.3173,0,Normal
372,25,752433,23037,80811,0,3,88,0,0.10739945297527756,0.030616638801542726,1,0.0,0.1468,0,Normal
373,24,627236,23450,55103,1,3,75,0,0.08785036597011975,0.03738618735820751,1,0.25,0.1343,0,Normal
374,20,940829,21406,172699,0,2,99,0,0.18356026062094108,0.022752250672278734,1,0.0,0.2194,0,Normal
375,34,485195,56612,106122,0,1,23,0,0.21871985754210668,0.11667862059868589,0,0.0,0.3707,0,Normal
376,50,775762,34725,19008,2,0,81,0,0.024502328675123718,0.044762382325529836,0,0.5,0.2631,0,Normal
377,65,816036,10926,32402,0,4,1,0,0.03970653291456147,0.013389098778609304,1,0.0,0.2903,0,Normal
378,29,1374571,44019,184456,0,4,79,0,0.13419158836350514,0.032023786313121465,1,0.0,0.2537,0,Normal
379,68,1494266,14496,136865,0,2,32,1,0.09159340332082552,0.009701077518274847,1,0.0,0.28,0,Normal
380,39,993392,41068,136643,3,1,9,0,0.13755180477414275,0.04134114091804553,0,0.75,0.4323,0,Normal
381,72,628988,34806,147281,0,1,15,0,0.23415512830908014,0.05533642082770923,0,0.0,0.3469,0,Normal
382,39,380553,27663,113550,2,3,28,0,0.29838078170246535,0.07269139202320828,1,0.5,0.414,0,Normal
383,63,760696,46321,174220,1,0,24,1,0.22902680042119267,0.06089283906732904,0,0.25,0.3836,0,Normal
384,47,1080438,41495,91218,0,5,60,0,0.0844267931831413,0.03840568509652095,1,0.0,0.1242,0,Normal
385,55,519278,27656,133296,3,1,35,1,0.2566943781666503,0.053258460288207306,0,0.75,0.4412,0,Normal
386,55,1400139,30860,179767,0,5,86,0,0.1283921607839216,0.022040653077549387,1,0.0,0.2651,0,Normal
387,62,899983,54666,120779,0,4,27,0,0.1342012746893278,0.0607410798414194,1,0.0,0.1801,0,Normal
388,68,593554,21832,129714,2,5,83,0,0.21853745651203343,0.03678176411621501,1,0.5,0.4256,0,Normal
389,71,1451079,43787,32441,1,0,109,0,0.022356451746285526,0.03017545552278303,0,0.25,0.3894,0,Normal
390,25,1391902,53231,170201,1,0,76,0,0.12227935423660988,0.038243325863943106,0,0.25,0.3367,0,Normal
391,44,1259920,26727,62368,0,5,20,0,0.04950151636491494,0.0212132347980548,1,0.0,0.1799,0,Normal
392,44,594966,47815,92122,0,2,65,1,0.1548354782702234,0.08036580180077214,1,0.0,0.0726,0,Normal
393,51,305423,34545,44760,1,1,85,0,0.14655036932264656,0.11310506050605061,0,0.25,0.2746,0,Normal
394,38,520197,49522,23478,0,2,49,0,0.04513281481282127,0.0951983667757277,1,0.0,0.1938,0,Normal
395,47,664071,7520,127881,0,5,109,0,0.19257098627859628,0.011324073293257358,1,0.0,0.323,0,Normal
396,50,871256,8081,71854,0,1,1,0,0.08247164728662151,0.009275104819817803,0,0.0,0.3055,0,Normal
397,45,386833,39196,94230,0,3,10,0,0.24359285895241886,0.10132511619971357,1,0.0,0.3601,0,Normal
398,64,917912,41735,85716,2,2,47,0,0.09338139889074455,0.04546727195278855,1,0.5,0.1187,0,Normal
399,50,975435,44213,143252,0,2,59,0,0.14685945566905464,0.04532639763141816,1,0.0,0.075,0,Normal
400,22,277454,19566,98538,3,5,96,1,0.35514948370005944,0.07051954370979077,1,0.75,0.683,1,Suspicious
401,65,1109164,19042,15372,0,4,62,0,0.013859074168405964,0.01716786952347036,1,0.0,0.2053,0,Normal
402,36,1145439,30498,29796,1,5,103,0,0.026012711272524094,0.02662557619779299,1,0.25,0.2224,0,Normal
403,21,237641,16329,189344,0,2,86,0,0.7967615152203735,0.06871260130784962,1,0.0,0.6068,0,Normal
404,52,812121,36656,98826,0,1,18,0,0.12168861328716621,0.045136075614255,0,0.0,0.1012,0,Normal
405,66,518420,7159,120592,0,4,112,0,0.23261403376792222,0.0138092399806335,1,0.0,0.4117,0,Normal
406,34,481685,42900,93635,0,5,46,0,0.1943901213653708,0.08906216913092761,1,0.0,0.2215,0,Normal
407,61,1293389,56699,111022,0,5,32,0,0.08583799163438716,0.04383751227394676,1,0.0,0.2577,0,Normal
408,45,864180,24363,54040,3,2,27,0,0.06253319617070961,0.028192010701461847,1,0.75,0.2951,0,Normal
409,47,486214,52701,75357,1,2,92,0,0.15498699135156258,0.1083903211542219,1,0.25,0.1839,0,Normal
410,46,1128626,48241,78356,0,3,18,0,0.0694259485197501,0.042743085182261276,1,0.0,0.1576,0,Normal
411,63,542703,24033,16211,0,5,39,0,0.029870795129573396,0.04428380848491996,1,0.0,0.2604,0,Normal
412,70,404615,15805,105426,0,2,49,0,0.2605581588469067,0.03906172766277161,1,0.0,0.2746,0,Normal
413,23,599953,40851,5842,1,0,93,1,0.009737413201678796,0.06809022025021919,0,0.25,0.3621,0,Normal
414,52,1171741,31832,194187,1,4,82,0,0.16572504868819246,0.027166389870807738,1,0.25,0.2146,0,Normal
415,58,1038003,55189,66852,2,0,44,0,0.06440437609103626,0.053168388561123076,0,0.5,0.2585,0,Normal
416,54,481570,18944,125737,0,4,72,0,0.26109753286638937,0.039337916942673044,1,0.0,0.2401,0,Normal
417,41,1285841,24873,45968,0,5,54,0,0.03574933778800195,0.019343745187977993,1,0.0,0.1432,0,Normal
418,46,1497897,45372,17508,0,3,95,0,0.011688379315547521,0.030290447013080996,1,0.0,0.265,0,Normal
419,66,266150,28928,153077,1,2,34,0,0.5751509481459773,0.10869017963486893,1,0.25,0.5097,0,Normal
420,63,1338189,20379,54575,1,2,71,0,0.040782699018823934,0.015228779171866477,1,0.25,0.1467,0,Normal
421,70,537054,56786,150043,1,2,36,1,0.2793810689780376,0.10573591159192261,1,0.25,0.3746,0,Normal
422,48,321826,41751,156671,1,5,18,0,0.4868174516122016,0.12973119098149005,1,0.25,0.5946,0,Normal
423,52,759723,39546,66914,0,4,38,0,0.08807672259925974,0.05205311402561983,1,0.0,0.0764,0,Normal
424,50,650348,29286,67055,1,2,59,0,0.10310617837499558,0.045031206321528905,1,0.25,0.0176,0,Normal
425,69,1458593,10110,87697,0,0,9,0,0.060124338918163656,0.006931332502396143,0,0.0,0.4254,0,Normal
426,38,1199554,59341,106239,1,2,73,0,0.08856534298135559,0.04946917815356528,1,0.25,0.1488,0,Normal
427,49,334055,17087,123106,0,5,110,0,0.36851905069808655,0.0511501065689585,1,0.0,0.4576,0,Normal
428,40,690457,28762,5355,0,3,72,0,0.0077557215645267345,0.041656407775708296,1,0.0,0.1974,0,Normal
429,50,876022,55276,54120,2,0,51,0,0.06177919986119086,0.06309879991735377,0,0.5,0.2545,0,Normal
430,20,1009942,22081,38342,2,2,35,0,0.037964518789674266,0.02186361012453178,1,0.5,0.2429,0,Normal
431,35,896358,39947,2257,2,2,82,0,0.002517964342411913,0.044565849174270575,1,0.5,0.2503,0,Normal
432,42,1342647,14596,27364,0,1,5,0,0.020380620981820998,0.010871054811089726,0,0.0,0.3115,0,Normal
433,59,1041052,43019,156044,1,4,14,0,0.14989054351699674,0.041322583960662906,1,0.25,0.2047,0,Normal
434,48,346389,47003,111715,0,0,92,0,0.3225121972343312,0.13569387107018102,0,0.0,0.4246,0,Normal
435,71,469708,23313,26654,2,1,30,0,0.05674577238247511,0.04963285779067465,0,0.5,0.3497,0,Normal
436,20,838112,52639,81423,0,3,4,0,0.09715038425606094,0.0628065666562862,1,0.0,0.3,0,Normal
437,57,1211727,6013,29320,3,4,39,0,0.024196849457964163,0.004962334781403087,1,0.75,0.4761,0,Normal
438,63,454444,54378,20808,2,0,84,0,0.045787719085917986,0.11965804442781855,0,0.5,0.4637,0,Normal
439,41,803561,28705,52389,1,2,64,0,0.06519596496598894,0.03572219691822162,1,0.25,0.0244,0,Normal
440,67,1061291,6828,118581,0,0,25,0,0.11173268054409154,0.006433667642835337,0,0.0,0.3366,0,Normal
441,49,411837,12909,127927,0,2,28,0,0.31062456597011445,0.03134484918827306,1,0.0,0.2776,0,Normal
442,64,310017,43356,34773,2,4,76,0,0.11216445496713094,0.13984994419678856,1,0.5,0.3952,0,Normal
443,39,323618,18109,182240,0,2,66,0,0.5631313365408088,0.05595777750997315,1,0.0,0.4031,0,Normal
444,40,659297,7023,158819,2,3,107,0,0.2408910689854967,0.010652239199876233,1,0.5,0.4301,0,Normal
445,19,1373917,59118,76396,0,5,78,1,0.055604482945852664,0.04302876882026438,1,0.0,0.3417,0,Normal
446,44,1220154,19537,107692,0,2,22,0,0.088260917670296,0.016011900127442826,1,0.0,0.1209,0,Normal
447,59,1015862,31661,57505,2,3,31,0,0.0566070424850595,0.03116660415823787,1,0.5,0.1767,0,Normal
448,19,752076,43659,85896,1,5,23,0,0.11421170970525624,0.05805123677495788,1,0.25,0.2958,0,Normal
449,43,950865,38848,18135,1,4,48,0,0.01907208797033441,0.0408553886667522,1,0.25,0.1652,0,Normal
450,34,641759,42804,90887,1,4,20,0,0.14162147843430567,0.06669783096484667,1,0.25,0.18,0,Normal
451,57,1082554,20379,122118,0,0,38,0,0.11280535400048958,0.018824909588889247,0,0.0,0.1759,0,Normal
452,50,1093741,32766,47377,1,3,55,0,0.04331643111446758,0.02995770483349821,1,0.25,0.082,0,Normal
453,26,740659,48590,154626,0,3,68,0,0.2087678556962709,0.06560365079793698,1,0.0,0.2687,0,Normal
454,60,622845,7563,62491,2,1,79,0,0.10033138207518391,0.012142648423526843,0,0.5,0.2923,0,Normal
455,71,906544,41060,186693,2,1,88,0,0.2059390322598437,0.04529284260571731,0,0.5,0.411,0,Normal
456,65,524060,34197,58283,0,5,89,1,0.1112141525509435,0.06525385403607595,1,0.0,0.2093,0,Normal
457,56,1441835,8586,16923,1,5,1,0,0.011737118507236606,0.005954907492946493,1,0.25,0.4466,0,Normal
458,46,475128,21087,47591,1,1,7,0,0.10016437641145878,0.044381631093871346,0,0.25,0.2375,0,Normal
459,59,1019471,53868,62261,0,5,57,0,0.06107180972111054,0.0528391167192429,1,0.0,0.2175,0,Normal
460,72,809719,58583,54336,3,2,95,0,0.06710467816035173,0.07234970113125525,1,0.75,0.4589,0,Normal
461,43,1070123,28225,74083,0,1,12,1,0.06922842586466615,0.026375448078914218,0,0.0,0.1372,0,Normal
462,52,1045038,34750,60948,0,3,106,0,0.05832126839285424,0.0332523475200447,1,0.0,0.1017,0,Normal
463,67,1089097,11643,164074,0,2,5,0,0.15065127288820657,0.010690498008443685,1,0.0,0.2681,0,Normal
464,42,1429720,32523,26672,0,5,108,0,0.01865538800926894,0.02274779484948462,1,0.0,0.2646,0,Normal
465,41,450195,41727,4213,1,4,50,0,0.0093581462296422,0.09268629663524332,1,0.25,0.2921,0,Normal
466,30,1392324,16005,141365,1,0,42,0,0.10153161079489344,0.011495160971755876,0,0.25,0.2763,0,Normal
467,24,232733,48543,186932,1,1,102,0,0.8032002199936408,0.20857717394106576,0,0.25,0.789,1,Suspicious
468,74,726338,5161,62507,1,4,12,0,0.08605761221688496,0.0071054975706935745,1,0.25,0.4038,0,Normal
469,53,309996,21029,57134,0,5,103,0,0.18430500940331682,0.06783614034974532,1,0.0,0.2841,0,Normal
470,62,758221,54745,133172,0,3,18,0,0.17563721443060212,0.07220180896887719,1,0.0,0.2048,0,Normal
471,37,749239,19226,193069,0,0,66,0,0.2576864556083498,0.025660669478404785,0,0.0,0.2929,0,Normal
472,18,756701,33731,28172,0,4,74,0,0.037229979569235974,0.044576332558920156,1,0.0,0.2027,0,Normal
473,25,1414449,48922,20132,1,0,79,0,0.01423309413552971,0.03458729541517905,0,0.25,0.3245,0,Normal
474,63,1150417,49848,18199,0,1,94,0,0.01581946735882088,0.04333033732086946,0,0.0,0.2343,0,Normal
475,33,1099005,8390,36609,0,5,108,0,0.033311010130972894,0.007634171242013237,1,0.0,0.3108,0,Normal
476,31,1236580,10997,174037,0,3,17,0,0.140740477170521,0.008893068872965055,1,0.0,0.2884,0,Normal
477,29,633816,17693,139088,2,5,68,0,0.21944504486310717,0.027914997546610455,1,0.5,0.374,0,Normal
478,68,1470464,54815,170851,2,0,71,1,0.11618841658931019,0.037277323839737773,0,0.5,0.4057,0,Normal
479,40,985332,47092,31881,1,4,62,0,0.03235555898361265,0.047792979632266454,1,0.25,0.1638,0,Normal
480,32,967950,5541,24472,2,1,41,1,0.025282271519942643,0.005724463325106333,0,0.5,0.3877,0,Normal
481,45,366472,26817,182885,1,1,95,0,0.4990408570344882,0.07317592291928737,0,0.25,0.4633,0,Normal
482,51,597710,42861,167093,1,5,115,0,0.27955483502896883,0.07170856818763582,1,0.25,0.4389,0,Normal
483,19,411760,18428,54131,0,4,119,0,0.13146218315964844,0.04475411707276794,1,0.0,0.2926,0,Normal
484,49,322744,48934,155159,1,4,103,0,0.4807479589149328,0.1516181505522936,1,0.25,0.5272,0,Normal
485,40,1291577,55019,12828,1,0,119,0,0.009932036624965739,0.04259827900444263,0,0.25,0.3868,0,Normal
486,39,791652,53831,192682,1,5,34,0,0.2433919911880584,0.0679982264956995,1,0.25,0.4403,0,Normal
487,68,1111420,15258,96664,1,5,70,0,0.08697334313459976,0.013728371157284234,1,0.25,0.2469,0,Normal
488,42,1031460,21044,132473,0,2,114,0,0.12843238862157658,0.020402128631135837,1,0.0,0.146,0,Normal
489,39,438506,34411,15193,1,5,102,0,0.0346471093962012,0.07847309164962019,1,0.25,0.3466,0,Normal
490,39,953019,10469,175936,2,1,45,0,0.18460892740970808,0.01098507901198296,0,0.5,0.2981,0,Normal
