policy_id,age,vehicle_price,annual_premium,claim_amount,accident_severity,past_claims,policy_tenure_months,fraud_reported
649,67,1015673,38365,128389,0,3,72,1
650,62,427286,24446,189699,0,4,37,0
651,28,637785,7336,197227,0,4,49,0
652,46,1260321,14879,25372,0,5,52,0
653,73,1012461,37316,3642,3,4,33,0
654,53,1392673,38340,159073,1,0,22,0
655,42,432732,12521,34064,0,2,114,1
656,38,813474,11171,14122,1,0,111,0
657,74,1124044,28481,155892,2,2,5,0
658,53,1084200,23474,68431,1,4,103,0
659,27,413030,51760,55745,0,4,18,0
660,54,924238,49629,50081,2,3,38,0
661,26,1218652,50232,139783,1,2,118,0
662,41,348554,26008,149865,0,4,117,0
663,52,485555,6633,139271,0,5,37,0
664,66,644191,55669,76253,1,1,94,0
665,52,514451,17485,36191,0,3,115,0
666,65,1120597,48617,10211,2,0,95,0
667,53,972944,8648,111086,0,3,64,0
668,35,968747,52945,194141,2,1,10,0
669,66,424695,18140,187818,1,2,79,0
670,56,1084315,22921,152614,0,0,42,1
671,49,1301844,19357,162384,0,0,48,0
672,41,1461519,51136,176314,1,2,44,0
673,40,908691,8137,101971,1,3,82,0
674,49,773189,5097,93783,1,4,87,0
675,54,1443064,16407,125681,0,3,97,0
676,29,590530,35575,87893,0,1,16,0
677,66,862784,17722,186460,0,5,54,0
678,72,441531,17924,158763,1,4,102,0
679,30,1495269,8750,77960,0,3,35,0
680,40,1194465,32733,84388,0,5,98,0
681,42,1119484,13535,22601,1,5,28,0
682,52,903650,29487,149092,2,2,2,0
683,58,1486936,59565,139227,0,1,94,0
684,47,544855,35651,167849,0,1,13,0
685,34,1274961,9666,19710,1,1,41,0
686,66,631374,53777,108714,1,4,80,1
687,37,480783,21994,155604,0,0,59,0
688,65,1334106,6727,128727,2,4,69,1
689,42,483707,39622,149673,2,3,119,0
690,39,577816,15800,63227,0,5,92,0
691,30,1186420,42823,136039,0,5,53,0
692,36,545114,48039,84289,0,0,103,0
693,66,443373,23708,151094,1,3,45,0
694,53,547697,17819,174535,0,0,20,0
695,29,1410355,14369,5722,1,5,24,0
696,58,1418758,14283,158485,1,4,61,1
697,36,1246914,35573,81050,0,1,91,0
698,29,1156331,18171,83596,1,5,94,0
699,26,1486836,35933,66732,2,2,58,0
700,24,1123159,10774,143369,0,1,109,0
701,45,1171129,11519,68323,0,5,27,0
702,31,846701,15983,23816,0,4,26,0
703,48,986958,35932,40695,2,0,7,0
704,69,530904,35798,150774,3,1,42,0
705,36,1296413,23133,156314,0,4,47,0
706,64,718349,19939,55841,1,3,53,0
707,33,984838,5781,128498,0,2,59,0
708,70,997968,54050,198784,0,1,38,0
709,22,279083,32624,107096,0,0,69,1
710,52,758819,11823,92764,0,3,87,0
711,29,977147,23489,184646,0,4,92,0
712,42,1248382,58019,85744,1,2,98,0
713,69,854037,44961,28482,0,0,53,0
714,38,1238836,59128,9171,2,4,15,0
715,53,1041047,34118,100755,0,4,96,0
716,70,806791,39881,108125,0,1,26,0
717,40,809996,21280,130722,0,1,48,0
718,33,915472,27263,106082,1,0,95,0
719,74,1244244,18565,3696,0,5,19,0
720,56,978513,25354,126310,0,5,9,0
721,62,1406237,47951,151130,3,4,64,1
722,70,360081,30643,151385,0,1,93,0
723,59,588590,28648,19149,0,2,54,0
724,56,1093093,55729,130064,2,2,51,0
725,31,881503,46971,53521,0,4,39,0
726,48,1254730,23658,45740,0,1,4,0
727,22,877164,26253,106611,0,0,3,1
728,52,1159192,53563,136028,0,0,64,0
729,40,1312864,31390,66641,0,0,29,0
730,46,251195,28128,63811,0,2,116,0
731,60,482725,56578,183232,0,1,11,1
732,28,645864,18489,182385,0,1,97,0
733,35,492231,43314,63232,1,2,102,0
734,64,905290,37658,15417,0,0,58,0
735,29,364053,11852,155801,0,0,75,0
736,26,793586,34450,112492,2,4,27,0
737,27,1288075,7551,30099,1,5,97,0
738,61,645485,11411,161033,0,3,21,0
739,34,1493774,54159,143674,2,5,39,0
740,55,536585,56707,118474,0,1,95,0
741,24,222431,38243,9256,0,1,102,0
742,63,1443131,26800,34681,1,1,46,0
743,30,847008,15403,91328,0,5,66,0
744,57,773441,12239,195861,0,3,91,0
745,59,468512,11710,43361,0,4,36,0
746,26,1098792,26384,195575,0,5,75,0
747,67,376076,26038,34540,0,3,111,0
748,44,1468300,45846,157608,2,0,82,0
749,19,878758,27447,84700,0,0,65,0
750,22,953753,7285,194115,2,1,63,0
751,46,250861,42991,78532,1,2,99,0
752,54,1461553,18521,187647,2,1,35,0
753,55,851406,52657,127626,1,2,31,0
754,36,921001,11971,133943,1,3,28,0
755,25,209078,34139,46002,0,0,103,0
756,65,524912,24909,49812,0,5,1,0
757,62,1058058,16531,153698,0,2,25,0
758,18,1044092,19721,191051,2,3,43,0
759,39,1167290,24206,108946,2,0,102,0
760,69,415048,42711,66668,0,5,84,0
761,34,960581,11530,99003,0,2,67,1
762,24,1116838,16116,42998,0,1,63,0
763,42,849438,5258,194886,1,1,51,0
764,62,1405663,5282,104601,0,1,2,0
765,21,233320,18937,176679,1,3,82,1
766,53,527025,6898,7812,3,1,108,0
767,23,815115,9135,61844,0,4,64,0
768,48,564359,11629,133251,0,0,74,0
769,36,1143793,48936,174870,0,3,69,0
770,61,1143187,24584,74601,0,5,9,0
771,71,606845,59262,139347,0,1,2,0
772,56,300734,28551,181646,0,0,34,0
773,44,357702,38380,47857,2,2,60,0
774,27,954122,51971,125555,0,1,102,0
775,43,1425811,22071,20700,0,0,61,0
776,36,1347087,25074,170536,2,4,31,0
777,56,1183939,30188,173423,1,2,10,0
778,20,806229,7307,93330,0,4,114,0
779,62,929497,44901,144941,1,5,76,0
780,30,298818,16205,191387,0,0,36,0
781,67,1173950,10906,152026,1,4,118,0
782,45,352360,7591,162627,1,5,85,0
783,37,819369,20149,63353,1,0,49,0
784,45,761165,49918,176098,0,0,111,0
785,25,573706,44951,100772,2,4,70,0
786,58,1132817,59400,178048,0,0,112,0
787,56,1460533,30150,91502,0,1,49,0
788,18,272715,36852,113943,0,0,3,1
789,20,341398,47870,109850,0,3,74,0
790,30,1381208,59260,45095,0,5,5,0
791,45,1065580,57756,145342,2,0,110,0
792,74,283186,54821,161980,2,3,90,0
793,66,1399670,58516,15523,0,0,61,0
794,42,794604,6283,62433,0,0,85,0
795,73,1276956,38691,178140,0,4,109,0
796,50,834486,6125,19991,0,1,90,0
797,55,464500,6529,10775,0,5,102,0
798,70,270326,31170,84995,2,1,108,0
799,23,1078879,13438,192322,0,2,26,0
800,61,839282,25095,147745,0,4,72,0
801,62,420971,21154,122808,0,4,5,0
802,49,1006481,13004,158128,2,1,15,0
803,62,1417060,14752,137686,1,4,16,0
804,64,1231519,48360,7415,2,1,1,0
805,38,989352,31819,174956,1,4,16,0
806,33,684410,41632,148036,0,0,37,0
807,71,425314,31515,168798,0,1,3,0
808,38,716998,29217,37044,1,1,52,0
809,28,1147531,28172,188221,0,3,47,0
810,54,665757,37994,168616,1,4,95,0
811,53,708062,20036,49976,0,4,13,1
812,52,332028,16739,163324,0,1,80,0
813,36,431447,37220,3832,0,0,55,0
814,37,1060563,54416,34148,1,0,107,0
815,74,1195843,14587,192312,1,5,21,0
816,35,826045,49517,112230,0,0,66,0
817,64,501207,35129,85076,0,4,54,0
818,58,466847,5645,184531,0,3,27,0
819,66,920488,35930,38402,0,1,38,1
820,31,796387,21299,188799,0,2,90,1
821,32,619065,35090,38578,0,3,58,0
822,48,887220,26953,90453,0,2,62,0
823,18,231585,57142,153390,0,3,102,0
824,70,1195043,51443,75715,0,0,46,0
825,71,489102,31475,111435,0,4,89,0
826,71,1162854,23888,151538,0,2,11,0
827,20,479922,48732,95742,0,3,72,0
828,33,900601,21087,45475,0,4,8,0
829,40,1290805,51305,60142,1,2,97,0
830,74,1335228,51037,157636,0,1,117,0
831,28,1114699,14346,153484,0,3,71,0
832,29,449474,5587,93526,0,1,64,0
833,27,1112935,17763,51001,1,0,102,0
834,49,460116,46945,57649,2,1,21,0
835,33,1071310,9079,192029,1,1,72,0
836,25,1144994,41116,166589,1,5,115,0
837,55,720985,25215,144228,0,3,118,0
838,29,219975,30817,154136,1,0,63,0
839,41,357795,29765,25711,1,1,85,0
840,45,1457949,35112,30106,0,4,64,0
841,70,1129065,30556,65458,0,2,20,0
842,25,1224939,23099,147661,0,1,8,0
843,45,1445709,48553,130429,2,0,58,0
844,53,1074829,50096,101754,0,1,46,0
845,43,1424613,11450,138286,1,2,31,0
846,25,588076,18230,126479,0,0,114,0
847,67,860008,34009,158199,0,3,93,0
848,45,890493,10433,136213,0,0,112,0
849,45,1168181,38866,28884,0,3,9,0
850,54,820347,44864,2708,2,0,15,0
851,58,1212092,23710,18375,1,2,94,0
852,53,822605,16439,15088,0,2,26,0
853,44,925495,46855,57615,2,0,10,1
854,71,301459,21021,110138,0,1,29,0
855,34,961985,11416,176118,3,2,118,0
856,26,400422,11980,10014,0,3,80,0
857,50,1350096,23058,195497,0,3,36,0
858,70,785560,16101,134345,0,4,84,0
859,37,947512,45718,178207,0,5,109,0
860,30,716123,37602,102842,0,5,118,0
861,45,526818,14122,161953,1,5,37,0
862,65,1236548,17576,78077,2,3,86,0
863,46,344832,32516,139784,1,4,71,0
864,30,352999,27433,52874,0,5,23,0
865,63,548619,6089,69087,0,5,41,0
866,52,261367,42346,12297,0,0,104,0
867,23,953315,14127,27128,0,0,93,0
868,35,605804,15487,68368,1,0,80,0
869,68,1108182,5155,78958,0,1,102,0
870,22,957038,6958,32920,0,5,28,0
871,64,1484382,15693,142228,0,1,48,0
872,42,1104586,44112,142180,3,4,38,0
873,19,1293314,43547,162917,0,3,31,0
874,27,757685,33795,133872,0,5,14,0
875,73,1242377,26447,173784,0,3,117,0
876,47,402332,41598,133682,0,0,97,0
877,67,582729,46814,77603,0,5,73,0
878,62,1360029,30215,33872,0,2,91,0
879,22,1268392,14794,10728,1,1,88,0
880,72,1159744,38209,95102,0,1,77,0
881,73,1123780,27424,122049,1,5,90,0
882,50,969299,52246,20583,3,0,29,0
883,71,1206080,42396,85774,1,1,51,0
884,18,571000,11370,138335,0,0,49,0
885,35,413567,14528,126374,0,4,43,0
886,49,795923,33276,198522,1,3,92,0
887,64,416184,55100,150528,1,2,92,0
888,66,498090,49333,91118,0,3,72,0
889,28,517348,13179,65942,1,3,87,0
890,38,1431534,53781,13689,0,4,93,0
891,43,1189156,21843,164006,0,1,5,0
892,42,292324,28952,33276,0,2,42,0
893,39,423536,58798,101968,0,1,7,0
894,44,226155,38160,150945,0,5,42,0
895,66,541815,49898,13050,1,3,36,0
896,30,660494,55939,66216,0,5,105,0
897,50,349381,34516,84040,0,0,27,0
898,51,1380267,15449,21644,0,3,58,0
899,58,643324,55290,62021,0,1,46,0
900,52,234707,26125,168197,0,3,66,0
901,18,1137841,12418,197971,1,0,25,0
902,38,946788,27746,42291,1,4,73,0
903,65,553299,7454,166132,1,5,117,0
904,72,1407068,57826,132610,1,5,27,0
905,23,370102,22761,167248,0,1,1,0
906,45,594274,20223,41520,0,3,87,0
907,34,417285,11701,25675,0,1,74,0
908,22,1408052,7597,149359,0,4,42,0
909,48,958842,5141,174,3,3,52,0
910,22,1222788,7659,92268,0,3,25,0
911,55,1409504,25980,34998,0,1,54,0
912,20,1050610,14031,184384,2,1,67,0
913,70,496141,20037,143184,2,0,6,0
914,40,1143115,51738,105410,1,4,58,0
915,54,1497076,43429,75225,0,0,70,0
916,70,1380887,11142,44814,0,5,53,0
917,54,445546,17109,85091,0,3,66,0
918,27,1445309,27010,50719,0,1,58,0
919,27,851233,13787,129887,0,3,82,0
920,36,1241592,47864,33919,0,3,87,0
921,34,346470,13472,73155,2,2,2,0
922,38,844318,54575,71569,0,5,76,0
923,31,1255146,28383,41328,1,2,22,0
924,26,530929,9249,24618,1,3,37,0
925,63,279141,52717,34675,0,1,20,0
926,18,212115,39518,18919,1,3,103,0
927,68,1287638,58909,4173,0,5,24,0
928,62,1009343,23351,109369,0,2,112,0
929,30,590479,9088,26400,1,1,84,0
930,21,1030185,58330,181517,0,3,65,0
931,18,597686,20282,70305,3,4,65,0
932,66,1370439,24330,168636,0,5,81,0
933,57,996657,47409,176886,1,5,1,0
934,49,847296,26778,88791,0,4,117,0
935,51,1225799,29264,159034,0,3,116,1
936,45,1000101,10075,70533,0,5,109,0
937,48,1244257,15412,187256,1,1,94,0
938,25,248320,53454,103591,2,3,105,0
939,56,1164918,33365,141650,2,3,111,0
940,43,696758,12230,131060,0,2,3,0
941,51,1395225,53200,149696,1,5,46,1
942,71,1373930,16002,39194,1,5,55,0
943,71,812297,18947,109903,1,4,75,0
944,20,648625,18686,131461,0,2,88,0
945,67,228625,34304,99303,1,2,86,0
946,29,936400,55683,113903,2,5,64,0
947,18,1285063,18074,67391,0,3,108,0
948,71,1476647,57142,144866,2,2,45,0
949,61,688011,9493,58002,1,4,26,0
950,22,1422471,55085,35531,0,2,77,1
951,47,630424,39228,183887,0,4,65,0
952,47,516205,19140,4986,0,2,24,0
953,74,1148163,56875,32298,0,4,74,0
954,34,1247328,36655,1481,2,2,35,0
955,65,301376,48472,56408,0,2,24,0
956,64,1033487,54437,121950,2,1,28,0
957,40,967629,54416,147907,2,4,100,0
958,32,358056,11816,125355,0,4,80,0
959,54,834457,16639,27798,2,4,104,0
960,38,760347,52192,91649,3,0,16,0
961,31,662785,51733,64887,1,2,59,0
962,19,1232766,34492,19477,1,4,81,0
963,28,729992,55914,148338,3,5,115,0
964,68,1178080,16240,127815,1,0,54,0
965,56,928744,37698,174598,0,1,79,0
966,55,942488,31957,127426,2,4,16,0
967,51,835567,37808,142961,1,4,15,0
968,55,882568,10827,24335,1,0,98,0
969,67,842804,37762,142326,0,2,11,0
970,51,722828,13259,86610,1,5,65,0
971,35,678366,55139,11442,0,1,79,0
972,47,921384,19849,46289,2,4,90,0
973,32,1157386,21232,53747,0,2,115,1
974,44,619139,45572,37327,0,5,68,0
975,68,719777,29173,147271,0,5,43,0
976,51,432549,59869,72827,0,1,69,0
977,69,684965,57350,106464,1,3,99,0
978,74,990546,10374,131184,2,5,13,0
979,55,1182469,26174,87051,2,3,10,0
980,50,236321,28567,150653,0,5,75,0
981,41,535441,40292,59722,0,1,82,0
982,32,1493590,14277,92036,2,0,98,0
983,47,356498,36600,147595,2,1,103,1
984,72,1266348,56631,66960,0,1,41,0
985,59,990144,14885,19552,0,0,106,0
986,68,594583,59306,141880,0,0,50,0
987,34,438389,5778,154692,2,2,87,0
988,22,839430,34165,887,1,5,71,0
989,46,1300500,6492,31802,0,2,59,0
990,21,1276299,35462,85024,0,0,39,0
991,27,958470,54812,118639,2,3,3,0
992,73,864468,55500,118248,0,3,76,0
993,34,408786,18615,81938,0,1,7,1
994,27,886684,49900,122746,1,4,49,0
995,34,1463008,47946,26049,0,1,26,0
996,37,1228400,12851,77789,0,1,33,0
997,41,1388575,21288,84526,2,4,101,0
998,22,1080112,12156,138918,2,5,48,0
999,51,558690,7044,46220,2,0,79,0
1000,23,1139947,12368,46163,2,3,2,0
1001,70,279973,24900,134837,1,1,105,0
1002,19,834122,35600,117126,2,4,71,0
1003,30,1248173,51403,81486,0,2,32,0
1004,60,487681,30634,176342,1,1,4,1
1005,60,694509,14168,75277,3,3,20,0
1006,65,425049,25961,104245,0,0,114,0
1007,28,366703,54879,122332,0,1,117,0
1008,68,964357,49096,22931,0,1,36,1
1009,64,947419,51087,89116,0,5,32,0
1010,74,1279924,28852,55633,0,4,28,0
1011,40,1444380,38110,51913,2,2,77,0
1012,72,335832,37174,94776,3,2,1,0
1013,33,483780,39215,25991,0,0,60,0
1014,48,1302127,31955,185917,0,3,56,0
1015,28,604772,11581,104092,0,0,35,1
1016,71,771107,49619,186384,2,1,112,0
1017,33,1208559,11317,141633,0,1,30,0
1018,25,620182,54678,147973,0,2,54,0
1019,21,1461357,47856,95556,0,3,36,0
1020,57,882347,50714,62875,0,4,55,1
1021,21,1222378,31649,156989,0,3,89,0
1022,73,913708,28132,62120,2,1,80,0
1023,42,748884,21789,133060,1,4,58,0
1024,20,1050538,19567,110041,1,3,83,0
1025,49,1225014,19868,128467,0,3,65,0
1026,20,1187471,29370,145328,1,4,69,0
1027,44,259182,47533,118490,1,1,51,0
1028,46,549307,35483,126155,0,3,22,0
1029,49,501454,57892,28230,1,4,88,0
1030,67,1388554,17466,59778,0,5,107,0
1031,68,1023346,33803,45833,2,5,109,0
1032,36,1096782,23230,22625,0,1,116,0
1033,38,970188,22862,32088,3,4,101,0
1034,22,458517,48355,172239,0,5,53,0
1035,35,1155154,36259,103937,1,4,100,0
1036,45,337084,38539,196375,1,3,36,0
1037,59,905475,26909,76361,1,1,68,0
1038,39,782004,35795,88229,0,5,36,0
1039,38,1080179,54068,135189,0,3,52,0
1040,23,948013,13770,90265,1,0,53,0
1041,18,891738,16093,97718,0,0,82,0
1042,22,1452078,51571,60710,0,1,50,0
1043,58,344539,5193,94876,1,5,80,0
1044,29,624226,39775,198126,0,5,41,1
1045,43,1370575,22569,30949,0,5,18,0
1046,63,1363369,56546,153619,0,4,22,0
1047,51,212289,16190,68136,0,3,66,0
1048,66,900336,47752,111541,1,5,21,0
1049,31,898956,37327,195691,1,3,100,0
1050,43,286365,47070,61842,2,1,44,0
1051,62,954950,25389,26990,3,5,103,0
1052,44,375211,45197,147265,0,1,47,0
1053,26,1428361,7261,30109,0,5,39,0
1054,43,1321164,57888,130356,0,0,29,0
1055,74,263646,33369,150305,0,2,54,0
1056,64,465798,31512,128133,2,1,90,0
1057,74,929532,11716,165582,0,5,85,0
1058,39,1123945,26259,1306,0,2,17,0
1059,64,1368311,33933,3849,0,1,80,0
1060,73,355683,46689,12360,1,4,60,0
1061,47,1106323,9378,111072,1,5,31,0
1062,60,832259,45583,94767,0,4,115,0
1063,65,736437,51546,176872,3,0,73,0
1064,34,766956,24835,168035,0,5,95,0
1065,43,1194170,34033,54330,0,0,78,0
1066,53,812492,29000,51707,2,2,49,0
1067,18,411830,50496,18689,0,1,101,0
1068,25,1445077,15332,29084,2,3,2,0
1069,66,365140,47604,40387,3,0,116,0
1070,52,1389083,7800,74816,1,3,48,0
1071,69,425160,34538,2642,1,3,110,0
1072,32,1431897,35119,42137,0,1,14,1
1073,64,761672,13333,186633,2,2,59,0
1074,73,721998,10410,62260,0,1,97,0
1075,39,806217,22839,146510,1,5,99,0
1076,31,275388,35519,48442,2,0,58,0
1077,43,755689,10808,103061,3,3,103,0
1078,45,718727,11796,134066,2,1,58,0
1079,40,432601,26180,125844,0,1,111,0
1080,31,1376410,59245,99575,3,1,51,0
1081,41,1282660,48056,1813,1,0,84,0
1082,19,305111,22709,93027,2,2,2,0
1083,62,629667,59128,123489,1,1,115,0
1084,43,362982,22543,84381,0,0,41,0
1085,31,498185,42418,55276,0,3,83,0
1086,73,434386,34075,41243,1,5,101,0
1087,68,1445129,42755,193984,1,4,82,0
1088,24,661792,52968,60272,0,0,16,0
1089,20,701174,42465,173123,1,4,4,0
1090,64,984625,35502,65618,0,1,12,0
1091,40,851844,21724,1920,2,1,29,0
1092,63,395246,8828,106121,0,0,7,0
1093,60,446242,56120,76872,0,4,14,0
1094,64,711083,22087,81132,0,1,119,0
1095,62,217633,17605,2093,0,3,12,0
1096,35,1212384,36337,12905,0,2,99,0
1097,55,1066964,10482,121759,0,2,5,0
1098,52,249104,32005,155423,0,1,81,0
1099,68,1159125,27760,30981,2,4,106,1
1100,32,1063663,55952,73903,2,5,32,0
1101,42,1316964,10463,70821,0,1,74,0
1102,72,1341154,51628,109200,3,5,43,0
1103,54,889115,9912,82289,0,5,81,0
1104,45,764678,9648,116506,1,4,69,0
1105,27,1340234,38623,78513,1,5,45,0
1106,56,257993,40634,150946,0,3,106,0
1107,74,405768,49602,182003,0,4,9,0
1108,34,1406861,54062,138746,0,1,49,0
1109,56,971148,54334,50516,0,3,33,0
1110,39,1222460,8112,191758,1,0,100,0
1111,43,993853,27054,69212,0,2,100,0
1112,61,942296,9492,133498,0,1,18,0
1113,42,742015,27207,130970,0,1,9,0
1114,34,1098850,20114,90009,0,1,62,0
1115,30,457681,39285,199570,0,3,57,0
1116,37,294018,21018,161015,0,0,29,0
1117,42,429104,26386,197467,2,4,114,0
1118,21,1042186,22740,44816,0,0,78,0
1119,27,393510,57781,4138,0,3,25,0
1120,20,1358423,57780,91176,1,1,15,0
1121,58,654162,49199,75945,0,2,6,0
1122,62,1024899,13210,4017,1,1,42,0
1123,35,1135129,49363,10451,1,4,29,0
1124,64,1324905,50639,194028,0,5,79,0
1125,53,1279583,17743,93863,0,2,93,0
1126,64,1208806,47092,10278,0,1,4,0
1127,39,894892,49299,43764,0,2,82,0
1128,51,1260899,11588,123030,0,5,114,0
1129,64,1097767,8311,132206,0,0,57,0
1130,25,1360932,27432,62943,0,3,49,0
1131,57,835232,38755,95667,0,1,44,0
1132,66,404451,8321,54318,1,4,103,0
1133,61,755655,20812,103423,1,0,80,0
1134,36,1303200,42383,103998,0,1,75,0
1135,59,603322,53280,60128,0,0,14,1
1136,58,1483141,18146,21869,2,4,3,0
1137,54,268008,18654,5039,1,1,115,0
1138,23,577539,57893,152353,2,5,114,0
1139,69,316492,40820,112935,0,5,62,0
1140,43,272240,5726,10442,1,4,106,0
1141,51,1186753,8760,73788,0,2,64,0
1142,73,925947,27190,119729,0,4,102,0
1143,62,472900,6875,27586,0,2,45,0
1144,23,661227,28377,53053,0,1,106,0
1145,54,335327,51737,181561,0,2,82,0
1146,74,849991,9033,86346,0,1,58,0
1147,50,1042981,43211,67087,1,1,20,0
1148,70,365575,22373,143697,2,3,58,1
1149,39,1243445,8744,34397,0,1,112,1
1150,38,693948,29995,58671,0,2,89,0
1151,23,429189,21977,116214,0,3,57,0
1152,23,598465,37402,66897,1,3,102,0
1153,72,451051,39542,157221,0,1,77,0
1154,65,1136705,15651,191102,3,4,68,0
1155,21,849829,38703,136355,0,4,119,0
1156,47,913936,18395,138682,0,5,78,0
1157,28,980641,34808,174398,1,3,97,0
1158,47,471830,41576,14924,2,1,92,0
1159,48,515507,21715,113143,0,4,52,0
1160,41,559687,49409,110253,0,1,37,0
1161,72,1424491,29306,100297,3,1,8,0
1162,26,654179,24086,869,0,3,44,0
1163,72,1230596,19376,97088,2,5,98,0
1164,20,242828,10889,1014,0,3,108,0
1165,68,1035036,42822,10103,1,0,5,0
1166,48,472670,41636,110317,1,4,118,0
1167,57,1274168,25584,164530,0,4,69,0
1168,54,491126,54353,82409,2,4,31,0
1169,53,986639,56649,23248,0,2,45,0
1170,41,1480617,39610,174588,0,1,9,0
1171,48,954296,15058,160133,1,3,106,0
1172,23,324982,14101,155242,0,4,32,0
1173,19,1317195,17497,8024,1,0,33,0
1174,37,508623,9658,85947,0,4,67,0
1175,45,1399751,16381,174875,0,5,30,0
1176,28,370963,45312,150368,0,1,114,0
1177,21,1390402,45486,91829,0,1,76,0
1178,32,1067869,51619,92708,0,3,29,0
1179,23,1347116,22154,86664,1,2,3,0
1180,71,1059414,24539,149329,2,3,90,0
1181,66,386994,16777,143927,2,4,57,0
1182,47,510375,39396,85178,0,5,30,0
1183,73,229301,35373,101121,0,0,9,0
1184,55,1471300,38154,20025,0,3,26,0
1185,68,1244327,11031,135530,0,2,2,0
1186,74,393783,32997,63610,0,3,62,0
1187,19,218752,11439,70843,0,1,3,0
1188,32,1215416,27785,107237,0,4,46,0
1189,28,937565,18392,180903,2,4,68,0
1190,25,868755,58160,174499,0,4,25,0
1191,43,417029,33669,130299,0,4,51,0
1192,68,1107669,33939,169578,0,4,13,0
1193,62,1304849,56618,5668,0,4,103,0
1194,61,1368544,7282,178267,2,0,44,0
1195,22,577844,39624,73233,0,2,35,0
1196,23,210699,53438,155489,0,4,55,0
1197,43,1444709,29364,81982,0,2,87,0
1198,71,734003,6998,106133,0,5,9,0
1199,21,1267745,36705,10751,0,4,2,0
1200,36,718652,43244,46218,2,3,61,0
